,Win,transaction_fee
20200305,False,0.44179203600000005
20200306,False,0.44331088800000007
20200310,True,0.42165916800000003
20200313,True,0.39496615200000007
20200317,False,0.3633934200000001
20200318,False,0.36646344
20200319,False,0.35356935600000006
20200320,True,0.352438296
20200323,False,0.331174368
20200324,False,0.332418534
20200325,True,0.350402388
20200326,False,0.34883506200000003
20200327,False,0.34723542
20200330,True,0.337960728
20200331,False,0.34290507600000003
20200401,True,0.3519858720000001
20200402,True,0.35651011200000005
20200407,True,0.366237228
20200408,False,0.36481532400000005
20200413,False,0.347057682
20200414,True,0.35967708000000004
20200415,False,0.36714207600000004
20200416,True,0.36782071200000005
20200417,False,0.37442933400000006
20200420,False,0.37017977999999996
20200421,True,0.36284404800000003
20200422,False,0.3604365060000001
20200424,False,0.367497552
20200427,False,0.3635226840000001
20200428,True,0.361260564
20200429,False,0.36405589800000004
20200430,True,0.37867888800000005
20200506,True,0.387501156
20200507,False,0.388179792
20200508,True,0.3917991840000001
20200512,True,0.3875011560000001
20200513,False,0.39029649000000005
20200515,True,0.3886322160000001
20200518,False,0.38632162200000003
20200519,False,0.38727494400000007
20200520,False,0.403368312
20200522,False,0.376416768
20200526,True,0.38342934000000006
20200527,False,0.394287516
20200528,True,0.3865963080000001
20200529,True,0.3924778200000001
20200601,True,0.40378842000000004
20200602,False,0.40648680600000003
20200603,False,0.405824328
20200604,True,0.41396796
20200605,True,0.41487280800000004
20200608,False,0.420608898
20200609,False,0.422967966
20200610,True,0.424826136
20200611,False,0.431531706
20200612,False,0.4184922000000001
20200615,False,0.4184922000000001
20200616,True,0.42731446800000006
20200618,True,0.42618340800000004
20200619,True,0.43749400800000005
20200622,False,0.4469949120000001
20200623,True,0.44654248800000007
20200630,True,0.44812597200000004
20200701,False,0.457400664
20200702,True,0.44903082000000005
20200703,True,0.45649581600000005
20200706,True,0.46871126400000007
20200707,True,0.5003809440000001
20200708,True,0.5035479119999999
20200709,True,0.5121439680000001
20200710,False,0.515537148
20200713,True,0.5370272880000001
20200714,True,0.5236807800000001
20200715,False,0.5121439680000001
20200717,False,0.485095476
20200720,True,0.49246352400000004
20200722,False,0.500380944
20200723,True,0.49766640000000006
20200727,False,0.46333065000000007
20200729,True,0.48183156000000005
20200730,False,0.48585490200000003
20200731,False,0.4871313840000001
20200803,True,0.5033217000000001
20200804,False,0.5076682020000001
20200805,True,0.506488668
20200806,True,0.509655636
20200807,True,0.502643064
20200810,True,0.4978926120000001
