,ETFID,ContractNum,Value
20180801,SH512220,1,
20180802,SH512220,1,
20180803,SH512220,1,
20180806,SH512220,1,
20180807,SH512220,1,
20180808,SH512220,1,
20180809,SH512220,1,114.7
20180810,SH512220,1,114.7
20180813,SH512220,1,116.0
20180814,SH512220,1,116.0
20180815,SH512220,1,116.0
20180816,SH512220,1,116.0
20180817,SH512220,1,116.0
20180820,SH512220,1,116.0
20180821,SH512220,1,116.9
20180822,SH512220,1,116.9
20180823,SH512220,1,116.9
20180824,SH512220,1,116.45000000000002
20180827,SH512220,1,117.85000000000002
20180828,SH512220,1,117.85000000000002
20180829,SH512220,1,117.85000000000002
20180830,SH512220,1,117.85000000000002
20180831,SH512220,1,117.85000000000002
20180903,SH512220,1,118.95000000000002
20180904,SH512220,1,118.95000000000002
20180905,SH512220,1,118.95000000000002
20180906,SH512220,1,118.95000000000002
20180907,SH512220,1,118.95000000000002
20180910,SH512220,1,118.95000000000002
20180911,SH512220,1,118.95000000000002
20180912,SH512220,1,118.95000000000002
20180913,SH512220,1,116.05
20180914,SH512220,1,115.40714285714286
20180917,SH512220,1,115.40714285714286
20180918,SH512220,1,115.40714285714286
20180919,SH512220,1,115.40714285714286
20180920,SH512220,1,115.40714285714286
20180921,SH512220,1,116.44714285714285
20180925,SH512220,1,116.44714285714285
20180926,SH512220,1,118.64714285714285
20180927,SH512220,1,118.64714285714285
20180928,SH512220,1,120.64714285714285
20181008,SH512220,1,120.64714285714285
20181009,SH512220,1,120.64714285714285
20181010,SH512220,1,120.64714285714285
20181011,SH512220,1,118.44714285714285
20181012,SH512220,1,118.44714285714285
20181015,SH512220,1,118.44714285714285
20181016,SH512220,1,118.44714285714285
20181017,SH512220,1,118.14714285714285
20181018,SH512220,1,118.14714285714285
20181019,SH512220,1,118.14714285714285
20181022,SH512220,1,116.54714285714286
20181023,SH512220,1,116.54714285714286
20181024,SH512220,1,116.54714285714286
20181025,SH512220,1,116.54714285714286
20181026,SH512220,1,116.54714285714286
20181029,SH512220,1,116.54714285714286
